ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Categoría detectada,Categoría final,Urgencia_num
8702,Jorge,27.0,F,Santa Marta,falta agua potable en varias casas.,Educación,No urgente,2024-01-10,1,1,1,Medio Ambiente,Medio Ambiente,1
8705,Carlos,17.0,F,Cali,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-11-20,1,1,1,,Medio Ambiente,0
8707,Juan,28.0,M,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-11-17,0,0,0,,Medio Ambiente,0
8710,Ana,53.0,Otro,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-05-22,1,0,0,Medio Ambiente,Medio Ambiente,1
8711,Jorge,19.0,F,Bogotá,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-01-02,1,1,1,Medio Ambiente,Medio Ambiente,1
8715,Valentina,74.0,Otro,Santa Marta,hay problemas con la recolección de basura.,Salud,Urgente,2024-11-05,1,0,0,Medio Ambiente,Medio Ambiente,1
8716,Valentina,19.0,M,Cali,la contaminación del río está aumentando.,Educación,No urgente,2024-07-30,0,1,0,Medio Ambiente,Medio Ambiente,1
8718,Camilo,73.0,M,Barranquilla,la contaminación del río está aumentando.,Educación,No urgente,2023-01-14,0,1,0,Medio Ambiente,Medio Ambiente,1
8722,María,67.0,M,Bogotá,la contaminación del río está aumentando.,Seguridad,Urgente,2023-12-21,0,1,0,Medio Ambiente,Medio Ambiente,1
8723,Juan,56.0,F,Manizales,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-10-30,0,1,1,Medio Ambiente,Medio Ambiente,1
8724,Valentina,78.0,M,Santa Marta,falta agua potable en varias casas.,Seguridad,Urgente,2023-10-05,0,0,0,Medio Ambiente,Medio Ambiente,1
8728,Valentina,31.0,M,Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-10-10,0,0,0,Medio Ambiente,Medio Ambiente,1
8730,Jorge,32.0,Otro,Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-06-13,0,1,1,,Medio Ambiente,1
8731,Laura,48.0,Otro,Cúcuta,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-04-18,0,0,0,Medio Ambiente,Medio Ambiente,1
8732,Laura,69.0,Otro,Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-02-14,1,1,0,,Medio Ambiente,1
8736,Camilo,68.0,Otro,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-10-21,1,0,0,,Medio Ambiente,1
8737,Camilo,69.0,Otro,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-03-26,1,0,1,Medio Ambiente,Medio Ambiente,1
8738,Ana,54.0,F,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-01-13,1,0,0,,Medio Ambiente,1
8741,Carlos,25.0,F,Cali,hay problemas con la recolección de basura.,Salud,No urgente,2024-01-10,1,1,0,Medio Ambiente,Medio Ambiente,1
8742,Carlos,39.0,F,Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-06-06,0,1,0,Medio Ambiente,Medio Ambiente,1
8743,María,15.0,M,Santa Marta,falta agua potable en varias casas.,Salud,Urgente,2024-07-18,0,0,0,Medio Ambiente,Medio Ambiente,1
8745,Jorge,65.0,M,Cúcuta,hay problemas con la recolección de basura.,Salud,No urgente,2024-09-06,1,1,0,Medio Ambiente,Medio Ambiente,1
8747,Juan,78.0,Otro,Manizales,falta agua potable en varias casas.,Salud,No urgente,2024-09-29,0,0,0,Medio Ambiente,Medio Ambiente,1
8748,María,37.0,M,Cúcuta,la contaminación del río está aumentando.,Seguridad,No urgente,2023-12-09,1,0,1,Medio Ambiente,Medio Ambiente,1
8750,Jorge,59.0,M,Cúcuta,hay problemas con la recolección de basura.,Educación,Urgente,2023-02-11,0,0,1,Medio Ambiente,Medio Ambiente,1
8751,Juan,40.0,F,Pereira,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-10-22,0,1,1,Medio Ambiente,Medio Ambiente,1
8753,Jorge,38.0,F,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-06-03,1,0,0,Medio Ambiente,Medio Ambiente,1
8756,Juan,67.0,F,Manizales,falta agua potable en varias casas.,Educación,No urgente,2024-11-04,0,1,0,Medio Ambiente,Medio Ambiente,1
8757,Laura,62.0,F,Santa Marta,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-12-12,0,1,1,Medio Ambiente,Medio Ambiente,1
8759,Laura,50.0,Otro,Bogotá,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-02-04,1,1,0,Medio Ambiente,Medio Ambiente,1
8760,Valentina,39.0,F,Medellín,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-02-21,0,1,1,Medio Ambiente,Medio Ambiente,1
8761,Ana,50.0,F,Cartagena,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-07-05,0,1,1,,Medio Ambiente,0
8762,Carlos,65.0,F,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-01-11,1,1,1,Medio Ambiente,Medio Ambiente,1
8763,Sofía,32.0,F,Medellín,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-05-17,0,0,1,,Medio Ambiente,1
8764,María,54.0,M,Medellín,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-12-17,1,0,1,,Medio Ambiente,1
8768,Carlos,22.0,F,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,2024-04-30,0,1,1,Medio Ambiente,Medio Ambiente,1
8771,Jorge,38.0,F,Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-02-10,0,1,0,,Medio Ambiente,1
8774,Carlos,49.0,M,Barranquilla,la contaminación del río está aumentando.,Seguridad,Urgente,2023-02-23,1,0,0,Medio Ambiente,Medio Ambiente,1
8782,Sofía,38.0,Otro,Medellín,la contaminación del río está aumentando.,Salud,No urgente,2024-06-01,1,0,0,Medio Ambiente,Medio Ambiente,1
8784,María,29.0,Otro,Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-10-16,1,0,0,,Medio Ambiente,1
8788,Laura,80.0,M,Cali,hay problemas con la recolección de basura.,Salud,No urgente,2023-07-03,1,0,1,Medio Ambiente,Medio Ambiente,1
8790,Valentina,22.0,Otro,Cúcuta,la contaminación del río está aumentando.,Educación,Urgente,2023-07-05,1,1,0,Medio Ambiente,Medio Ambiente,1
8791,Camilo,80.0,M,Pereira,falta agua potable en varias casas.,Educación,No urgente,2023-10-26,0,0,1,Medio Ambiente,Medio Ambiente,1
8792,Sofía,68.0,Otro,Bucaramanga,falta agua potable en varias casas.,Seguridad,No urgente,2024-04-04,1,1,0,Medio Ambiente,Medio Ambiente,1
8794,Pedro,64.0,M,Cali,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-01-31,1,1,1,,Medio Ambiente,0
8798,María,58.0,F,Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-01-17,1,1,0,Medio Ambiente,Medio Ambiente,1
8799,Sofía,56.0,Otro,Cartagena,falta agua potable en varias casas.,Educación,Urgente,2024-10-26,1,1,0,Medio Ambiente,Medio Ambiente,1
8801,Camilo,68.0,F,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-02-02,0,1,0,,Medio Ambiente,1
8802,Ana,24.0,Otro,Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-03-24,1,0,1,,Medio Ambiente,1
8804,Camilo,52.0,M,Cúcuta,falta agua potable en varias casas.,Seguridad,No urgente,2024-03-23,1,1,0,Medio Ambiente,Medio Ambiente,1
8805,Juan,73.0,F,Manizales,falta agua potable en varias casas.,Salud,No urgente,2023-12-18,0,1,0,Medio Ambiente,Medio Ambiente,1
8811,Valentina,71.0,F,Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-06-25,1,0,1,,Medio Ambiente,1
8815,Sofía,16.0,F,Bogotá,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-08-29,1,0,0,Medio Ambiente,Medio Ambiente,1
8820,Valentina,57.0,M,Bucaramanga,falta agua potable en varias casas.,Educación,Urgente,2023-04-06,0,0,1,Medio Ambiente,Medio Ambiente,1
8821,Laura,69.0,F,Cartagena,la contaminación del río está aumentando.,Salud,No urgente,2023-06-27,1,1,1,Medio Ambiente,Medio Ambiente,1
8822,Sofía,48.0,F,Manizales,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-03-18,1,1,1,Medio Ambiente,Medio Ambiente,1
8827,Camilo,19.0,Otro,Bucaramanga,la contaminación del río está aumentando.,Salud,No urgente,2023-09-25,1,0,1,Medio Ambiente,Medio Ambiente,1
8828,Pedro,15.0,Otro,Pereira,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-04-18,1,0,0,,Medio Ambiente,1
8829,Laura,36.0,F,Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-05-04,0,0,1,,Medio Ambiente,1
8832,Carlos,62.0,F,Cartagena,falta agua potable en varias casas.,Educación,No urgente,2024-11-09,0,1,0,Medio Ambiente,Medio Ambiente,1
8834,Ana,79.0,Otro,Bucaramanga,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-01-27,0,1,1,Medio Ambiente,Medio Ambiente,1
8838,Laura,73.0,Otro,Cúcuta,falta agua potable en varias casas.,Seguridad,No urgente,2023-02-03,1,1,1,Medio Ambiente,Medio Ambiente,1
8839,Ana,55.0,M,Cali,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-06-06,1,0,1,,Medio Ambiente,1
8843,Ana,70.0,Otro,Pereira,hay problemas con la recolección de basura.,Salud,No urgente,2023-04-20,1,0,0,Medio Ambiente,Medio Ambiente,1
8844,Valentina,48.0,M,Cali,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-04-01,0,0,0,,Medio Ambiente,1
8845,Laura,17.0,M,Bucaramanga,la contaminación del río está aumentando.,Educación,Urgente,2024-02-26,0,0,0,Medio Ambiente,Medio Ambiente,1
8849,Juan,55.0,Otro,Cali,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-12-19,1,0,1,Medio Ambiente,Medio Ambiente,1
8850,Carlos,53.0,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-05-04,1,1,1,,Medio Ambiente,0
8852,Juan,58.0,M,Bogotá,falta agua potable en varias casas.,Salud,No urgente,2023-12-03,0,1,1,Medio Ambiente,Medio Ambiente,1
8855,Juan,41.0,F,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,2024-02-08,0,0,1,Medio Ambiente,Medio Ambiente,1
8857,Ana,78.0,F,Manizales,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-10-30,1,1,0,,Medio Ambiente,0
8858,Camilo,54.0,F,Pereira,falta agua potable en varias casas.,Seguridad,Urgente,2023-09-22,1,1,1,Medio Ambiente,Medio Ambiente,1
8864,María,47.0,F,Cúcuta,la contaminación del río está aumentando.,Seguridad,No urgente,2023-07-29,0,0,0,Medio Ambiente,Medio Ambiente,1
8865,Jorge,21.0,Otro,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-04-10,1,0,1,,Medio Ambiente,1
8866,Carlos,59.0,M,Cúcuta,la contaminación del río está aumentando.,Educación,No urgente,2024-10-19,0,0,0,Medio Ambiente,Medio Ambiente,1
8867,Jorge,26.0,Otro,Santa Marta,falta agua potable en varias casas.,Seguridad,Urgente,2023-10-08,0,0,1,Medio Ambiente,Medio Ambiente,1
8869,Sofía,43.0,F,Pereira,falta agua potable en varias casas.,Seguridad,No urgente,2023-01-12,1,0,0,Medio Ambiente,Medio Ambiente,1
8872,Ana,23.0,F,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-07-18,0,0,0,Medio Ambiente,Medio Ambiente,1
8873,Juan,37.0,F,Manizales,hay problemas con la recolección de basura.,Salud,Urgente,2024-06-05,0,0,0,Medio Ambiente,Medio Ambiente,1
8874,Ana,48.0,M,Cartagena,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-04-17,1,1,0,,Medio Ambiente,1
8877,Carlos,52.0,M,Cúcuta,falta agua potable en varias casas.,Salud,No urgente,2024-06-09,0,1,1,Medio Ambiente,Medio Ambiente,1
8878,Ana,74.0,F,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-06-28,0,1,1,,Medio Ambiente,1
8880,Valentina,77.0,Otro,Medellín,falta agua potable en varias casas.,Salud,Urgente,2024-03-03,1,0,0,Medio Ambiente,Medio Ambiente,1
8881,Jorge,52.0,F,Barranquilla,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-11-08,0,0,1,,Medio Ambiente,0
8884,Pedro,80.0,Otro,Pereira,la contaminación del río está aumentando.,Educación,No urgente,2023-12-04,0,0,1,Medio Ambiente,Medio Ambiente,1
8885,Camilo,45.0,F,Medellín,falta agua potable en varias casas.,Seguridad,Urgente,2023-01-30,0,1,0,Medio Ambiente,Medio Ambiente,1
8888,Juan,56.0,F,Medellín,falta agua potable en varias casas.,Educación,Urgente,2024-04-30,1,0,1,Medio Ambiente,Medio Ambiente,1
8891,Laura,29.0,Otro,Barranquilla,la contaminación del río está aumentando.,Salud,No urgente,2023-01-15,0,1,0,Medio Ambiente,Medio Ambiente,1
8892,Juan,60.0,M,Manizales,la contaminación del río está aumentando.,Educación,Urgente,2023-01-25,0,0,1,Medio Ambiente,Medio Ambiente,1
8899,Jorge,48.0,Otro,Medellín,hay problemas con la recolección de basura.,Educación,Urgente,2023-05-04,0,0,1,Medio Ambiente,Medio Ambiente,1
8902,María,39.0,Otro,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-01-16,1,1,1,Medio Ambiente,Medio Ambiente,1
8903,Pedro,48.0,F,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-07-10,1,0,1,Medio Ambiente,Medio Ambiente,1
8906,Valentina,36.0,F,Barranquilla,la contaminación del río está aumentando.,Seguridad,Urgente,2023-09-25,1,1,0,Medio Ambiente,Medio Ambiente,1
8910,Jorge,77.0,M,Cartagena,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-06-27,0,1,1,Medio Ambiente,Medio Ambiente,1
8911,Valentina,35.0,M,Bogotá,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-02-09,1,1,1,Medio Ambiente,Medio Ambiente,1
8913,Juan,50.0,F,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-09-28,1,1,0,Medio Ambiente,Medio Ambiente,1
8920,Camilo,21.0,Otro,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-07-04,0,0,1,,Medio Ambiente,1
8921,Carlos,32.0,Otro,Santa Marta,la contaminación del río está aumentando.,Seguridad,No urgente,2024-12-01,0,0,1,Medio Ambiente,Medio Ambiente,1
8922,Laura,21.0,F,Pereira,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-09-10,0,0,0,,Medio Ambiente,1
8925,Sofía,51.0,M,Bogotá,la contaminación del río está aumentando.,Seguridad,No urgente,2023-12-02,0,1,0,Medio Ambiente,Medio Ambiente,1
8927,Valentina,48.0,M,Cúcuta,la contaminación del río está aumentando.,Educación,Urgente,2024-09-18,1,1,1,Medio Ambiente,Medio Ambiente,1
8928,Sofía,43.0,F,Cali,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-11-04,1,0,1,,Medio Ambiente,1
8930,Juan,41.0,F,Cali,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-08-21,0,1,1,Medio Ambiente,Medio Ambiente,1
8932,Carlos,69.0,F,Santa Marta,falta agua potable en varias casas.,Educación,No urgente,2023-08-05,1,1,1,Medio Ambiente,Medio Ambiente,1
8933,Laura,26.0,F,Santa Marta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-07-29,1,0,1,,Medio Ambiente,1
8934,Laura,54.0,F,Medellín,falta agua potable en varias casas.,Seguridad,Urgente,2024-07-10,1,0,1,Medio Ambiente,Medio Ambiente,1
8936,Carlos,55.0,Otro,Barranquilla,falta agua potable en varias casas.,Salud,No urgente,2023-11-29,1,1,0,Medio Ambiente,Medio Ambiente,1
8938,Carlos,57.0,Otro,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,2024-08-30,1,0,0,Medio Ambiente,Medio Ambiente,1
8941,Juan,76.0,F,Medellín,hay problemas con la recolección de basura.,Salud,Urgente,2023-07-27,1,0,1,Medio Ambiente,Medio Ambiente,1
8943,Pedro,19.0,F,Cali,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-04-19,1,0,0,,Medio Ambiente,1
8945,Juan,52.0,F,Bucaramanga,la contaminación del río está aumentando.,Salud,No urgente,2023-01-08,0,0,0,Medio Ambiente,Medio Ambiente,1
8946,Sofía,60.0,M,Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-11-16,0,0,0,,Medio Ambiente,1
8948,Jorge,48.0,M,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-04-21,1,1,0,,Medio Ambiente,1
8951,Carlos,48.0,Otro,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-06-10,0,0,1,,Medio Ambiente,1
8954,Ana,48.0,M,Cartagena,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-07-11,0,0,0,Medio Ambiente,Medio Ambiente,1
8955,Ana,80.0,Otro,Manizales,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-05-06,0,1,1,Medio Ambiente,Medio Ambiente,1
8960,Sofía,21.0,F,Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-08-05,0,1,1,,Medio Ambiente,1
8964,Pedro,41.0,M,Cartagena,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-12-07,1,1,1,Medio Ambiente,Medio Ambiente,1
8968,Carlos,78.0,Otro,Pereira,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-06-19,1,1,1,,Medio Ambiente,1
8970,Jorge,43.0,Otro,Pereira,falta agua potable en varias casas.,Salud,Urgente,2023-09-17,1,0,1,Medio Ambiente,Medio Ambiente,1
8971,María,16.0,F,Medellín,la contaminación del río está aumentando.,Educación,No urgente,2024-06-24,0,1,0,Medio Ambiente,Medio Ambiente,1
8977,Laura,27.0,F,Manizales,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-04-30,1,1,0,,Medio Ambiente,1
8979,María,56.0,Otro,Santa Marta,la contaminación del río está aumentando.,Salud,No urgente,2024-08-17,1,1,1,Medio Ambiente,Medio Ambiente,1
8981,Jorge,47.0,M,Pereira,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-09-23,1,1,1,,Medio Ambiente,1
8984,Sofía,62.0,M,Bucaramanga,la contaminación del río está aumentando.,Salud,Urgente,2023-09-26,1,0,0,Medio Ambiente,Medio Ambiente,1
8985,Laura,27.0,F,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-12-25,0,0,0,,Medio Ambiente,0
8989,Ana,38.0,M,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-07-18,0,0,0,,Medio Ambiente,0
8990,Jorge,27.0,Otro,Cartagena,hay problemas con la recolección de basura.,Educación,Urgente,2023-10-26,0,1,0,Medio Ambiente,Medio Ambiente,1
8992,Valentina,20.0,Otro,Medellín,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-09-03,1,1,0,,Medio Ambiente,1
8993,Ana,54.0,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-01-20,0,0,0,,Medio Ambiente,1
8995,María,27.0,M,Bucaramanga,falta agua potable en varias casas.,Seguridad,No urgente,2024-11-11,0,0,0,Medio Ambiente,Medio Ambiente,1
8999,Carlos,34.0,M,Manizales,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-06-27,1,1,0,Medio Ambiente,Medio Ambiente,1
9001,Jorge,69.0,F,Manizales,falta agua potable en varias casas.,Seguridad,Urgente,2024-11-28,1,1,0,Medio Ambiente,Medio Ambiente,1
9006,Jorge,78.0,M,Bogotá,falta agua potable en varias casas.,Educación,Urgente,2023-03-06,0,0,1,Medio Ambiente,Medio Ambiente,1
9008,Juan,72.0,M,Santa Marta,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-05-24,1,0,1,,Medio Ambiente,1
9009,Ana,32.0,F,Cali,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-07-21,0,1,1,Medio Ambiente,Medio Ambiente,1
9011,Valentina,66.0,Otro,Medellín,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-07-20,0,1,0,,Medio Ambiente,1
9012,Ana,47.0,F,Manizales,la contaminación del río está aumentando.,Educación,No urgente,2024-07-24,1,0,0,Medio Ambiente,Medio Ambiente,1
9015,Laura,17.0,F,Santa Marta,falta agua potable en varias casas.,Salud,Urgente,2023-08-22,1,1,0,Medio Ambiente,Medio Ambiente,1
9016,Juan,74.0,F,Pereira,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-02-22,1,0,1,,Medio Ambiente,1
9017,Sofía,18.0,Otro,Cartagena,falta agua potable en varias casas.,Educación,No urgente,2023-11-21,1,1,0,Medio Ambiente,Medio Ambiente,1
9018,Juan,28.0,M,Cali,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-03-17,0,0,0,,Medio Ambiente,0
9023,María,18.0,M,Cartagena,falta agua potable en varias casas.,Seguridad,Urgente,2024-01-13,0,0,1,Medio Ambiente,Medio Ambiente,1
9025,Jorge,15.0,M,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-05-30,1,0,1,,Medio Ambiente,1
9027,Sofía,80.0,M,Bogotá,hay problemas con la recolección de basura.,Educación,No urgente,2023-03-29,0,1,0,Medio Ambiente,Medio Ambiente,1
9029,Pedro,43.0,F,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-09-23,1,0,0,,Medio Ambiente,0
9036,Laura,50.0,Otro,Bucaramanga,la contaminación del río está aumentando.,Educación,Urgente,2023-10-30,0,1,1,Medio Ambiente,Medio Ambiente,1
9040,Jorge,70.0,M,Cartagena,la contaminación del río está aumentando.,Educación,No urgente,2024-08-28,0,0,1,Medio Ambiente,Medio Ambiente,1
9042,Valentina,67.0,F,Manizales,hay problemas con la recolección de basura.,Educación,No urgente,2023-06-19,0,0,1,Medio Ambiente,Medio Ambiente,1
9045,Sofía,40.0,Otro,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-09-19,0,1,1,,Medio Ambiente,1
9046,Juan,68.0,F,Pereira,falta agua potable en varias casas.,Seguridad,No urgente,2024-09-15,1,1,1,Medio Ambiente,Medio Ambiente,1
9049,Ana,51.0,M,Medellín,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-05-06,0,0,0,Medio Ambiente,Medio Ambiente,1
9050,Valentina,23.0,M,Bogotá,la contaminación del río está aumentando.,Salud,No urgente,2024-03-19,1,1,1,Medio Ambiente,Medio Ambiente,1
9051,Camilo,31.0,M,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-07-08,0,1,0,,Medio Ambiente,1
9058,María,69.0,F,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-08-21,1,0,1,,Medio Ambiente,1
9061,Carlos,18.0,M,Medellín,falta agua potable en varias casas.,Salud,No urgente,2024-01-23,0,1,1,Medio Ambiente,Medio Ambiente,1
9062,María,44.0,M,Cali,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-01-18,0,1,0,,Medio Ambiente,0
9065,Valentina,63.0,M,Cartagena,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-05-04,1,1,0,Medio Ambiente,Medio Ambiente,1
9069,Ana,31.0,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-10-02,0,1,1,,Medio Ambiente,0
9070,Valentina,34.0,M,Santa Marta,hay problemas con la recolección de basura.,Educación,Urgente,2023-03-09,1,1,0,Medio Ambiente,Medio Ambiente,1
9071,Juan,56.0,Otro,Cartagena,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-01-14,0,1,0,,Medio Ambiente,0
9072,Laura,17.0,F,Pereira,la contaminación del río está aumentando.,Salud,No urgente,2023-06-07,0,1,0,Medio Ambiente,Medio Ambiente,1
9075,Jorge,23.0,Otro,Cali,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-08-06,0,0,0,Medio Ambiente,Medio Ambiente,1
9077,María,37.0,M,Cúcuta,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-07-03,1,0,1,Medio Ambiente,Medio Ambiente,1
9080,Ana,75.0,F,Manizales,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-07-30,0,1,0,,Medio Ambiente,1
9081,Jorge,71.0,Otro,Bogotá,falta agua potable en varias casas.,Seguridad,No urgente,2024-09-14,1,0,0,Medio Ambiente,Medio Ambiente,1
9082,María,48.0,M,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-05-22,1,1,0,,Medio Ambiente,1
9087,María,33.0,Otro,Cartagena,falta agua potable en varias casas.,Educación,Urgente,2023-03-31,0,0,0,Medio Ambiente,Medio Ambiente,1
9090,Laura,46.0,M,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-07-03,1,1,1,Medio Ambiente,Medio Ambiente,1
9091,Sofía,78.0,Otro,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-11-17,1,0,0,,Medio Ambiente,1
9092,Camilo,70.0,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-11-11,0,0,1,,Medio Ambiente,1
9093,Valentina,61.0,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-09-14,0,1,0,,Medio Ambiente,0
9098,Pedro,48.0,Otro,Manizales,falta agua potable en varias casas.,Educación,Urgente,2024-07-05,1,1,0,Medio Ambiente,Medio Ambiente,1
9099,Sofía,70.0,Otro,Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-09-14,0,1,1,Medio Ambiente,Medio Ambiente,1
9102,Camilo,71.0,F,Cali,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-10-14,0,0,1,Medio Ambiente,Medio Ambiente,1
9103,Juan,21.0,M,Barranquilla,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-04-12,0,0,0,,Medio Ambiente,1
9107,Camilo,53.0,Otro,Manizales,falta agua potable en varias casas.,Salud,Urgente,2023-01-27,1,0,0,Medio Ambiente,Medio Ambiente,1
9110,Camilo,32.0,Otro,Santa Marta,falta agua potable en varias casas.,Salud,Urgente,2024-11-27,1,1,0,Medio Ambiente,Medio Ambiente,1
9112,Jorge,29.0,F,Barranquilla,falta agua potable en varias casas.,Educación,No urgente,2023-12-11,0,1,0,Medio Ambiente,Medio Ambiente,1
9113,Pedro,46.0,Otro,Santa Marta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-07-22,0,0,0,,Medio Ambiente,1
